TOTIME         ,SWRDT          ,KPER      ,KSTP      ,KSWR      ,STAGE0000000001,STAGE0000000002,STAGE0000000003,STAGE0000000004,STAGE0000000005,STAGE0000000006,STAGE0000000007,STAGE0000000008,STAGE0000000009,STAGE0000000010,STAGE0000000011,STAGE0000000012,STAGE0000000013,STAGE0000000014,STAGE0000000015,STAGE0000000016,STAGE0000000017,STAGE0000000018,STAGE0000000019,STAGE0000000020,STAGE0000000021,
  0.1356000E+06,  0.3000000E+03,         2,        82,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1362000E+06,  0.3000000E+03,         2,        83,         2,  0.4447994E+01,  0.4408493E+01,  0.4372069E+01,  0.4338549E+01,  0.4307752E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187973E+01,  0.4169622E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109952E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1368000E+06,  0.3000000E+03,         2,        84,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1374000E+06,  0.3000000E+03,         2,        85,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1380000E+06,  0.3000000E+03,         2,        86,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1386000E+06,  0.3000000E+03,         2,        87,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1392000E+06,  0.3000000E+03,         2,        88,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1398000E+06,  0.3000000E+03,         2,        89,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1404000E+06,  0.3000000E+03,         2,        90,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1410000E+06,  0.3000000E+03,         2,        91,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1416000E+06,  0.3000000E+03,         2,        92,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1422000E+06,  0.3000000E+03,         2,        93,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207972E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097877E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1428000E+06,  0.3000000E+03,         2,        94,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1434000E+06,  0.3000000E+03,         2,        95,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1440000E+06,  0.3000000E+03,         2,        96,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1446000E+06,  0.3000000E+03,         2,        97,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1452000E+06,  0.3000000E+03,         2,        98,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1458000E+06,  0.3000000E+03,         2,        99,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1464000E+06,  0.3000000E+03,         2,       100,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1470000E+06,  0.3000000E+03,         2,       101,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1476000E+06,  0.3000000E+03,         2,       102,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1482000E+06,  0.3000000E+03,         2,       103,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1488000E+06,  0.3000000E+03,         2,       104,         2,  0.4447994E+01,  0.4408493E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279484E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1494000E+06,  0.3000000E+03,         2,       105,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1500000E+06,  0.3000000E+03,         2,       106,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1506000E+06,  0.3000000E+03,         2,       107,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1512000E+06,  0.3000000E+03,         2,       108,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1518000E+06,  0.3000000E+03,         2,       109,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1524000E+06,  0.3000000E+03,         2,       110,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1530000E+06,  0.3000000E+03,         2,       111,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1536000E+06,  0.3000000E+03,         2,       112,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1542000E+06,  0.3000000E+03,         2,       113,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1548000E+06,  0.3000000E+03,         2,       114,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1554000E+06,  0.3000000E+03,         2,       115,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1560000E+06,  0.3000000E+03,         2,       116,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1566000E+06,  0.3000000E+03,         2,       117,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1572000E+06,  0.3000000E+03,         2,       118,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1578000E+06,  0.3000000E+03,         2,       119,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1584000E+06,  0.3000000E+03,         2,       120,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1590000E+06,  0.3000000E+03,         2,       121,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1596000E+06,  0.3000000E+03,         2,       122,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1602000E+06,  0.3000000E+03,         2,       123,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1608000E+06,  0.3000000E+03,         2,       124,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1614000E+06,  0.3000000E+03,         2,       125,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1620000E+06,  0.3000000E+03,         2,       126,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1626000E+06,  0.3000000E+03,         2,       127,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1632000E+06,  0.3000000E+03,         2,       128,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1638000E+06,  0.3000000E+03,         2,       129,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1644000E+06,  0.3000000E+03,         2,       130,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1650000E+06,  0.3000000E+03,         2,       131,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152772E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1656000E+06,  0.3000000E+03,         2,       132,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1662000E+06,  0.3000000E+03,         2,       133,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1668000E+06,  0.3000000E+03,         2,       134,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1674000E+06,  0.3000000E+03,         2,       135,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1680000E+06,  0.3000000E+03,         2,       136,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1686000E+06,  0.3000000E+03,         2,       137,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
  0.1692000E+06,  0.3000000E+03,         2,       138,         2,  0.4447993E+01,  0.4408492E+01,  0.4372068E+01,  0.4338548E+01,  0.4307751E+01,  0.4279483E+01,  0.4253554E+01,  0.4229776E+01,  0.4207971E+01,  0.4187972E+01,  0.4169621E+01,  0.4152773E+01,  0.4137292E+01,  0.4123056E+01,  0.4109951E+01,  0.4097876E+01,  0.4086738E+01,  0.4076453E+01,  0.4066946E+01,  0.4058149E+01,  0.4050000E+01,
